COD_PROC_URG|TITULO
90.06|E.M. DE S.NERVIOSO Y L.CEFAL.BLOQUE CELU.Y FROTIS DE PAPANIC
90.09|E.M. DE S.NERVIOSO Y L.CEFALALORRAQ.OTRO EXAMEN MICROSCOPICO
90.1|EXAMEN MICROSCOPICO DE MUESTRA DE GLANDULA ENDOCRINA [NCOC]
90.11|E.M. MUESTRA DE G. ENDOCRINA NCOC FROTIS BACTERIANO
90.12|E.M. MUESTRA DE G. ENDOCRINA NCOC CULTIVO
90.13|E.M. MUESTRA DE G. ENDOCRINA NCOC CULTIVO Y SENSIBILIDAD
90.14|E.M. MUESTRA DE G. ENDOCRINA NCOC PARASITOLOGIA
90.15|E.M. MUESTRA DE G. ENDOCRINA NCOC TOXICOLOGIA
90.16|E.M. MUESTRA DE G. END.BLOQUE CELUL.Y FROTIS DE PAPANICOLAOU
90.19|E.M. MUESTRA DE G. ENDOCRINA OTRO EXAMEN MICROSCOPICO
90.2|EXAMEN MICROSCOPICO DE MUESTRA DE OJO
90.21|E.M. DE MUESTRA DE OJO FROTIS BACTERIANO
90.22|E.M. DE MUESTRA DE OJO CULTIVO
90.23|E.M. DE MUESTRA DE OJO CULTIVO Y SENSIBILIDAD
90.24|E.M. DE MUESTRA DE OJO PARASITOLOGIA
90.25|E.M. DE MUESTRA DE OJO TOXICOLOGIA
90.26|E.M. DE MUESTRA DE  OJO BLOQUE CEL.Y FROTIS DE PAPANICOLAOU
90.29|E.M. DE MUESTRA DE OJO OTRO EXAMEN MICROSCOPICO
90.3|EXAMEN MICROSCOPICO DE MUESTRA DE OIDO,NARIZ,GARGANTA Y LARI
90.31|E.M. MUESTRA OIDO,NARIZ,GARGANTA Y LARINGE FROTIS BACTERIANO
90.32|E.M. MUESTRA OIDO,NARIZ,GARGANTA Y LARINGE CULTIVO
90.33|E.M. MUESTRA OIDO,NARIZ,GARGANTA Y LAR.CULTIVO Y SENSIBILIDA
90.34|E.M. MUESTRA OIDO,NARIZ,GARGANTA Y LARINGE PARASITOLOGIA
90.35|E.M. MUESTRA OIDO,NARIZ,GARGANTA Y LARINGE TOXICOLOGIA
90.36|E.M. MUESTRA OIDO,NARIZ,GARG. LAR.BLOQ.CELUL.Y FROT.DE PAPAN
90.39|E.M. MUESTRA OIDO,NARIZ,GARG. LARINGE OTRO EXAMEN MICROSCOPI
90.4|E.M.MUESTRA TRAQUEA,BRONQUIO,PLEURA,PULMON,ESPUTO,OTRO TORAC
90.41|E.M.MUESTRA TRAQ.BRONQ.PLEUR.PULMON,ESP.TOR.FROTIS BACTERIAN
90.42|E.M.MUESTRA TRAQ.BRONQ.PLEUR.PULMON,ESP.TORAX CULTIVO
90.43|E.M.MUESTRA TRAQ.BRONQ.PLEUR.PULMON,ESP.TORAX CULT.Y SENSIBI
90.44|E.M.MUESTRA TRAQ.BRONQ.PLEUR.PULMON,ESP.TORAX PARASITOLOGIA
90.45|E.M.MUESTRA TRAQ.BRONQ.PLEUR.PULMON,ESP.TORAX TOXICOLOGIA
90.46|E.M.MUESTRA TRQ.BRONQ.PLEU.ESP.TOR.B.CELULAR Y F.DE PAPANICO
90.49|E.M.MUESTRA TRAQ.BRONQ.PLEUR.ESP.TORAX OTRO E.MICROSCOPICO
90.5|EXAMEN MICROSCOPICO DE SANGRE
90.51|E.M. DE SANGRE FROTIS BACTERIANO
90.52|E.M. DE SANGRE CULTIVO
90.53|E.M. DE SANGRE CULTIVO Y SENSIBILIDAD
90.54|E.M. DE SANGRE PARASITOLOGIA
90.55|E.M. DE SANGRE TOXICOLOGIA
90.56|E.M. DE SANGRE BLOQUE CELULAR Y FROTIS DE PAPANICOLAOU
90.59|E.M. DE SASNGRE OTRO EXAMEN MICROSCOPICO
90.6|E.M. DE MUESTRA DE BAZO Y DE MEDULA OSEA
90.61|E.M. DE MUESTRA DE BAZO Y MEDULA OSEA FROTIS BACTERIANO
90.62|E.M. DE MUESTRA DE BAZO Y MEDULA OSEA CULTIVO
90.63|E.M. DE MUESTRA DE BAZO Y MEDULA OSEA CULTIVO Y SENSIBILIDAD
90.64|E.M. DE MUESTRA DE BAZO Y MEDULA OSEA PARASITOLOGIA
90.65|E.M. DE MUESTRA DE BAZO Y MEDULA OSEA TOXICOLOGIA
90.66|E.M. DE MUESTRA DE BAZO Y M. OSEAB.CELULAR Y F.DE PAPANICOLA
90.69|E.M. DE MUESTRA DE BAZO Y M. OSEA OTRO EXAMEN MICROSCOPICO
90.7|E.M. DE MUESTRA DE G.LINFATICO Y LINFA
90.71|E.M. DE MUESTRA DE G.LINFATICO Y LINFA FROTIS BACTERIANO
90.72|E.M. DE MUESTRA DE G.LINFATICO Y LINFA CULTIVO
90.73|E.M. DE MUESTRA DE G.LINFATICO Y LINFA CULTIVO Y SENSIBILIDA
90.74|E.M. DE MUESTRA DE G. LINFATICO Y LINFA PARASITOLOGIA
90.75|E.M. DE MUESTRA DE G. LINFATICO Y LINFA TOXICOLOGIA
90.76|E.M.DE MUESTRA DE G.LINF.Y LINFA B.CELULAR Y F.DE PAPANICOLA
90.79|E.M.DE MUESTRA DE G.LINFAT. Y LINFA OTRO EXAMEN MICROSCOPICO
90.8|E.M.MUESTRA TRACTO GASTROINT.SUP.Y VOMITO
90.81|E.M.MUESTRA TRACTO GASTROINT.SUP. Y VOMITOFROTIS BACTERIANO
90.82|E.M. MUESTRA TRACTO GASTROINT.SUP. Y VOMITO CULTIVO
90.83|E.M.MUESTRA TRACTO GASTROINT.SUP.Y VOMITO CULT. Y SENSIBIL.
90.84|E.M. MUESTRA TRACTO GASTROINT.SUP. Y VOMITO PARASITOLOGIA
90.85|E.M. MUESTRA TRACTO GASTROINT.SUP. Y VOMITO TOXICOLOGIA
90.86|E.M.MUESTRA TRACTO GASTROIN.SUP.Y VOMIT.CELUL.Y F.DE PAPANIC
90.89|E.M. MUESTRA TRACTO GASTROINT.SUP Y VOMITO OTRO E.MICROSCOPI
90.9|E.M.MUESTRA TRACTO GASTROINTESTINAL INF. Y HECES
90.91|E.M.MUESTRA TRACTO GASTROINT. INF. Y HECES FROTIS BACTERIANO
90.92|E.M. MUESTRA TRACTO GASTROINT.INF. Y HECES  CULTIVO
90.93|E.M. MUESTRA TRACTO GASTROINT.INF. Y HECES CULTIVO Y SENSIBI
90.94|E.M. MUESTRA TRACTO GASTROINT.INF. Y HECES PARASITOLOGIA
90.95|E.M. MUESTRA TRACTO GASTROINT.INF.Y HECES TOXICOLOGIA
90.96|E.M. MUESTRA TRACTO GASTROINT.INF HECES B.CELULAR Y F.PAPANI
90.99|E.M. MUESTRA TRACTO GASTROINT.INF Y HECES OTRO E.MICROSCOPIC
91|EXAMEN MICROSCOPICO II
91.0|EXAMEN MICROSCOPICO MUESTRA DE HIGADO, TRACTO BILIAR Y PANCR
91.01|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANCREAS FROTIS BACTERIANO
91.02|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANCREAS CULTIVO
91.03|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANC.CULTIVO Y SENSIBILIDA
91.04|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANCREAS PARASITOLOGIA
91.05|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANCREAS TOXICOLOGIA
91.06|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANCR. B.CELUL.Y F.PAPANIC
91.09|E.M. MUESTRA DE HIGADO,T.BILIAR Y PANCREA OTRO E.MICROSCOPIC
91.1|EXAMEN MICROSCOPICO MUESTRA PERITONEAL Y RETROPERITONEAL
91.11|E.M. MUESTRA PERITONEAL Y RETROPERITONEAL FROTIS BACTERIANO
91.12|E.M. MUESTRA PERITONEAL Y RETROPERITONEAL CULTIVO
91.13|E.M. MEUSTRA PERITONEAL Y RETROPERITONEAL CULTIVO Y SENSIBIL
91.14|E.M. MEUSTRA PERITONEAL Y RETROPERITONEAL PARASITOLOGIA
91.15|E.M. MEUSTRA PERITONEAL Y RETROPERITONEAL TOXICOLOGIA
91.16|E.M. MUESTRA PERITONEAL Y RETROPER.B.CELULAR Y F.PAPANICOLAO
91.19|E.M. MUESTRA PERITONEAL Y RETROPERITONEAL OTRO E.MICROSCOPIC
91.2|EXAMEN MICROSC. MUESTRA RIÐON,URETER,TEJ.PERIRRENAL-PERIURET
91.21|E.M. MUESTRA RIÐON,URETER,TEJ.PERIRRE.PERIUR FROTIS BACTERIA
91.22|E.M. MUESTRA RIÐON,URETER,TEJ.PERIRRENAL Y PERIURET.CULTIVO
91.23|E.M. MUESTRA RIÐON,URETER,TEJ.PERIRRE. Y PERIUR.CULT.Y SENSI
91.24|E.M. MUESTRA RIÐON,URETER,TEJ.PERIRRE. Y PERIUR. PARASITOLOG
91.25|E.M. MEUSTRA RIÐON,URETER,TEJ.PERIRRE. Y PERIUR. TOXICOLOGIA
91.26|E.M.RIÐON,URETER,TEJ.PERIRRE.Y PERIUR B.CELULAR,F.DE PAPANIC
91.29|E.M. RIÐON,URETER,TEJ.PERIRRE. Y PERIURET. OTRO E.MICROSCOPI
91.3|E.M.VEJIGA,URETRA,PROST.,V.SEMINAL,T.PERIVESICAL,ORINA,SEMEN
91.31|E.M VEJIGA,URETRA,PROST.V.SEMIMAL T.PERIVE.ORINA SEME F.BACT
91.32|E.M VEJIGA,URETRA,PROST.V.SEMINAL T.PERIVE.ORINA SEMEN CULTI
91.33|E.M.VEJIGA,URETRA,PROST.V.SEMI. T.PERIV.ORINA SEME CUL.Y SEN
91.34|E.M.VEJIGA,URETRA,PROST.VSEMI. T.PERIV.ORINA SEMEN PARASITOL
91.35|E.M.VEJIGA,URETRA,PROST.V.SEMI T.PERIV.ORINA SEMEN TOXICOLOG
91.36|E.M.VEJ.URET.PROST.V.SEMI T.PERIV. ORI.SE.B.CELUL.Y F.DE PAP
91.39|E.M.VEJIGA,URET.PROST.V.SEMI T.PERIV ORI.SEME OTRO E.MICROSC
91.4|EXAMEN MICROSCOPICO MUESTRA TRACTO GENITAL FEMENINO
91.41|E.M. MUESTRA TRACTO GENITAL F. FROTIS BACTERIANO
91.42|E.M. MUESTRA TRACTO GENITAL F. CULTIVO
91.43|E.M. MUESTRA TRACTO GENITAL F. CULTIVO Y SENSIBILIDAD
91.44|E.M. MUESTRA TRACTO GENITAL F. PARASITOLOGIA
91.45|E.M. MUESTRA TRACTO GENITAL F. TOXICOLOGIA
91.46|E.M. MUESTRA TRACTO GENITAL F. B.CELULAR Y F.DE PAPANICOLAOU
91.49|E.M. MUESTRA TRACTO GENITAL F. OTRO EXAMEN MICROSCOPICO
91.5|EX.MICRO. MUESTRA AP.MUSCULOESQUELETICO Y LIQUIDO ARTICULACI
91.51|E.M. MUESTRA A.MUSCULOES. L.ARTICULAR FROTIS BACTERIANO
91.52|E.M. MURSTRA A.MUSCULOESQUE. L.ARTICULAR CULTIVO
91.53|E.M. MUESTRA A.MUSCULOESQUE. L.ARTICUL.CULTIVO Y SENSIBILIDA
91.54|E.M. MUESTRA A.MUSCULOESQUE. L.ARTICUL. PARASITOLOGIA
91.55|E.M. MUESTRA A.MUSCULOESQUE. L.ARTICUL. TOXICOLOGIA
91.56|E.M. MUESTRA A.MUSCULOESQUE. L.ARTIC. B.CELULAR Y F.PAPANICO
91.59|E.M. MUESTRA A.MUSCULOESQUE. L.ARTICULAR OTRO E.MICROSCOPICO
91.6|EXAMEN MICROSCOPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO
91.61|E.M.MUESTRA DE PIEL Y OTRO TEGUMENTO FROTIS BACTERIANO
91.62|E.M. MUESTRA DE PIEL Y OTRO TEGUMENTO CULTIVO
91.63|E.M.MUESTRA DE PIEL Y OTRO TEGUMENTO CULTIVO Y SENSIBILIDAD
91.64|E.M.MUESTRA DE PIEL Y OTRO TEGUMENTO PARASITOLOGIA
91.65|E.M.MUESTRA DE PIEL Y OTRO TEGUMENTO TOXICOLOGIA
91.66|E.M.MUESTRA DE PIEL Y OTRO TEGUM. B.CELULAR Y F.PAPANICOLAOU
91.69|E.M. MUESTRA DE PIEL Y OTRO TEGUMENTO OTRO E. MICROSCOPICO
91.7|EXAMEN MICROSCOPICO MUESTRA HERIDA OPERATORIA
91.71|E.M. MUESTRA HERIDA OPERATORIA FROTIS BACTERIANO
91.72|E.M. MUESTRA HERIDA OPERATORIA CULTIVO
91.73|E.M. MUESTRA HERIDA OPERATORIA CULTIVO Y SENSIBILIDAD
91.74|E.M. MUESTRA HERIDA OPERATORIA PARASITOLOGIA
91.75|E.M. MUESTRA HERIDA OPERATORIA TOXICOLOGIA
91.76|E.M. MUESTRA HERIDA OPERATORIA B.CELULAR Y F.PAPANICOLAOU
91.79|E.M. MUESTRA HERIDA OPERATORIA OTRO EXAMEN MICROSCOPICO
91.8|EXAMEN MICROSCOPICO DE MUESTRA DE OTRO SITIO
91.81|E.M. MUESTRA DE OTRO SITIO FROTIS BACTERIANO
91.82|E.M. MUESTRA DE OTRO SITIO CULTIVO
91.83|E.M. MUESTRA DE OTRO SITIO CULTIVO Y SENSIBILIDAD
91.84|E.M. MUESTRA DE OTRO SITIO PARASITOLOGIA
91.85|E.M. MUESTRA DE OTRO SITIO TOXICOLOGIA
91.86|E.M. MUESTRA DE OTRO SITIO B.CELULAR Y FROTIS DE PAPANICOLAO
91.89|E.M. MUESTRA DE OTRO SITIO OTRO EXAMEN MICROSCOPICO
91.9|EXAMEN MICROSCOPICO DE MUESTRA DE SITIO NO ESPECIFICADO
91.91|E.M. MEUSTRA DE SITIO NO ESPECIFICADO FROTIS BACTERIANO
91.92|E.M. MUESTRA DE SITIO NO ESPECIFICADO CULTIVO
91.93|E.M. MUESTRA DE SITIO NO ESPECIFICADO CULTIVO Y SENSIBILIDAD
91.94|E.M. MUESTRA DE SITIO NO ESPECIFICADO PARASITOLOGIA
91.95|E.M. MUESTRA DE SITIO NO ESPECIFICADO TOXICOLOGIA
91.96|E.M. MUESTRA DE SITIO NO ESP. B.CELULAR Y FROTIS DE PAPANICO
91.99|E.M. MUESTRA DE SITIO NEOM-OTRO EXAMEN MICROSCOPICO
92|MEDICINA NUCLEAR
92.0|GAMMAGRAFIA Y ESTUDIOS FUNCIONALES
92.01|GAMMAGRAF.Y ESTUDIOS FUNCION. (CON RADIONUCLEIDOS)DE TIROIDE
92.02|GAMMAGRAFIA Y ESTUDIO FUNCION.(CON RADIONUCLEIDOS) DE HIGADO
92.03|GAMMAGRAFIA Y ESTUDIO FUNCION.(CON RADIONUCLEIDOS) DE RIÐON
92.04|GAMMGRF. Y ESTUD. FUNC. (CON RADIONUCLEIDOS) DEL TRACTO GAST
92.05|GAMM.Y EST.FUN.(CON RADIONUCLEIDOS)DE AP.VASCULAR Y S.HEMATO
92.09|OTROS ESTUDIOS FUNCIONALES (CON RADIONUCLEIDOS)
92.1|OTRAS GAMMAGRAFIAS
92.11|GAMMAGRAFIA DE CEREBRO
92.12|GAMMAGRAFIA DE OTRAS ESTRUCTURAS DE LA CABEZA
92.13|GAMMAGRAFIA DE PARATIROIDES
92.14|GAMMAGRAFIA OSEA
92.15|GAMMAGRAFIA DE PULMON
92.16|GAMMAGRAFIA DE SISTEMA LINFATICO
92.17|GAMMAGRAFIA DE PLACENTA
92.18|GAMMAGRAFIA DE CUERPO ENTERO
92.19|GAMMAGRAFIA DE OTRAS LOCALIZACIONES
92.2|RADIOTERAPIA Y MEDICINA NUCLEAR
92.21|RADIOTERAPIA SUPERFICIAL
92.22|RADIOTERAPIA CON ORTOVOLTAJE
92.23|TELETERAPIA CON RADIONUCLEIDOS
92.24|TELETERAPIA CON PROTONES
92.25|TELETERAPIA CON ELECTRONES
92.26|TELETERAPIA CON OTRAS PARTICULAS
92.27|IMPLANTACION O INSERCION DE FUENTES RADIACTIVAS
92.28|INYECCION O INFILTRACION DE RADIONUCLEIDOS
92.29|OTRAS TECNICAS RADIOTERAPICAS
92.3|RADIOCIRUGIA ESTEREOTAXICA
92.30|RADIOCIRUGIA ESTEREOTAXICA NO ESPECIFICADAA DE OTRA MANERA
92.31|RADIOCIRUGIA DE FUENTE UNICA DE FOTONES
92.32|RADIOCIRUGIA DE MULTIPLES FUENTES DE FOTONES
92.33|RADIOCIRUGIA DE PARTICULAS
92.39|RADIOCIRUGIA ESTEREOTAXICA NO CLASIFICADA BAJO OTROS CONCEPT
93|FISIOTERAPIA, TERAPIA RESPIRATORIA,REHABILITACION Y PR.CONEX
93.0|FISIOTERAPIA DIAGNOSTICA
93.01|EVALUACION FUNCIONAL
93.02|EVALUACION ORTOTICA
93.03|EVALUACION PROTESICA
93.04|PRUEBAS MANUALES DE FUNCION MUSCULAR
93.05|PRUEBAS DE AMPLITUD DE MOVIMIENTO
93.06|MEDICION DE LONGITUD DE MIEMBRO
93.07|MEDICION DE CUERPO
93.08|ELECTROMIOGRAFIA
93.09|OTRO PROCEDIMIENTO DE FISIOTERAPIA DIAGNOSTICA
93.1|EJERCICIOS DE FISIOTERAPIA
93.11|EJERCICICO ASISTIDO
93.12|OTRO EJERCICIO ACTIVO MUSCULOESQUELETICO
93.13|EJERCICIO DE RESISTENCIA
93.14|ENTRENAMIEMTO EN MOVIMIENTOS DE ARTICULACIONES
93.15|MOVILIZACION DE COLUMNA
93.16|MOVILIZACION DE OTRAS ARTICULACIONES
93.17|OTRO EJERCICIO PASIVO MUSCULOESQUELETICO
93.18|EJERCICIO RESPIRATORIO
93.19|EJERCICIO NO CLASIFICADO BAJO OTRO CONCEPTO
93.2|OTRA MANIPULACION MUSCULOESQUELETICA EN FISIOTERAPIA
93.21|TRACCION MANUAL Y MECANICA
93.22|MARCHA Y ENTRENAMIENTO DE LA MARCHA
93.23|COLOCACION DE ORTESIS
93.24|ENTRENAMIENTO EN EL USO DE DISPOSITIVO PROTESICO U ORTOTICO
93.25|EXTENSION FORZADA DE MIEMBRO
93.26|RUPTURA MANUAL DE ADHERENCIAS ARTICULARES
93.27|ESTIRAMIENTO DE MUSCULO O TENDON
93.28|ESTIRAMIENTO DE FASCIA
93.29|OTRA CORRECCION FORZADA DE DEFORMIDAD
93.3|OTROS PROCEDIMIENTOS TERAPEUTICOS DE FISIOTERAPIA
93.31|EJERCICIO ASISTIDO EN PISCINA
93.32|TRATAMIENTO EN BAÐO DE REMOLINO
93.33|OTRA HIDROTERAPIA
93.34|DIATERMIA
93.35|OTRA TERAPIA TERMICA
93.36|REENTRENAMIENTO CARDIACO
93.37|ENTRENAMIENTO PRENATAL
93.38|FISIOTERAPIA COMBINADA SIN MENCION DE SUS COMPONENTES
93.39|OTRA FISIOTERAPIA
93.4|TRACCION ESQUELETICA Y OTRA TRACCION
93.41|TRACCION ESPINAL CON EMPLEO DE DISPOSITIVO CRANEAL
93.42|OTRA TRACCION ESPINAL
93.43|TRACCION ESQUELETICA INTERMITENTE
93.44|OTRA TRACCION ESQUELETICA
93.45|TRACCION DE FERULA DE THOMAS
93.46|OTRA TRACCION CUTANEA DE MIEMBROS
93.5|OTRA INMOVILIZACION, PRESION Y CUIDADO DE HERIDA
93.51|APLICACION DE VENDAJE ENYESADO
93.52|APLICACION DE SOPORTE CERVICAL
93.53|APLICACION DE OTRA ESCAYOLA
93.54|APLICACION DE FERULA
93.55|ALAMBRE DENTAL
93.56|APLICACION DE VENDAJE DE PRESION
93.57|APLICACION DE OTRO VENDAJE DE HERIDA
93.58|APLICACION DE PANTALONES DE PRESION
93.59|OTRA INMOVILIZACION,PRESION Y CUIDADO DE HERIDA
93.6|TRATAMIENTO MANIPULATIVO OSTEOPATICO
93.61|TRATAMIENTO MANIPULATIVO OSTEOPATICO PARA MOVILIZACION GENER
93.62|T. M. O. CON EMPLEO DE FUERZAS DE ALTA VELOCIDAD Y BAJA AMPL
93.63|T. M. O. CON EMPLEO DE FUERZAS DE BAJA VELOCIDAD Y ALTA AMPL
93.64|T. M. OSTEOPATICO CON EMPLEO DE FUERZAS ISOTONICAS E ISOMETR
93.65|TRAT. MANIPULATIVO OSTEOPATICO CON EMPLEO DE FUERZAS INDIREC
93.66|TRAT.MANIPULATIVO OSTEOPATICO PARA DESPLAZAR LIQUIDOS DE TEJ
93.67|OTRO TRATAMIENTO MANIPULATIVO OSTEOPATICO ESPECIFICADO
93.7|REHABILITACION DEL HABLA Y DE LECTURA Y REHABILIT. DE CIEGOS
93.71|ADIESTRAMIENTO DE DISLEXICOS
93.72|ADIESTRAMIENTO DE DISFASICOS
93.73|ADIESTRAMIENTO EN EL HABLA ESOFAGICA
93.74|ADIESTRAMIENTO PARA CORREGIR DEFECTOS DEL HABLA
93.75|OTRO ADIESTRAMIENTO Y TERAPIA DEL HABLA
93.76|FORMACION EN EMPLEO DE PERRO LAZARILLO PARA CIEGOS
93.77|EDUCACION EN ESCRITURA BRAILLE O MOON
93.78|OTRA REHABILITACION PARA CIEGOS
93.8|OTRA TERAPIA DE REHABILITACION
93.81|TERAPIA RECREATIVA
93.82|TERAPIA EDUCATIVA
93.83|TERAPIA OCUPACIONAL
93.84|MUSICOTERAPIA
93.85|REHABILITACION VOCACIONAL
93.89|REHABILITACION, NO CLASIFICADA BAJO OTRO CONCEPTO
93.9|TERAPIA RESPIRATORIA
93.90|PRESION POSITIVA CONTINUA DE VIA AEREA [CPAP]
93.91|RESPIRACION DE PRESION POSITIVA INTERMITENTE [IPPB]
93.93|METODOS DE RESUCITACION NO MECANICOS
93.94|MEDICACION RESPIRATORIA ADMINISTRADA MEDIANTE NEBULIZADOR
93.95|OXIGENACION HIPERBARICA
93.96|OTRO ENRIQUECIMIENTO POR OXIGENO
93.97|CAMARA DE DESCOMPRESION
93.98|OTRO CONTROL DE PRESION Y COMPOSICION ATMOSFERICAS
93.99|OTROS PROCEDIMIENTOS RESPIRATORIOS
94|PROCEDIMEINTOS RELACIONADOS CON LA PSIQUE
94.0|EVALUACION Y PRUEBAS PSICOLOGICAS
94.01|ADMINISTRACION DE PRUEBA DE INTELIGENCIA
94.02|ADMINISTRACION DE PRUEBA PSICOLOGICA
94.03|ANALISIS DE CARACTER
94.08|OTRAS PRUEBAS Y EVALUACION PSICOLOGICAS
94.09|DETERMINACION DE ESTADO MENTAL PSICOLOGICO, N. E. O. M.
94.1|ENTREVISTAS, CONSULTAS Y EVALUACIONES PSIQUIATRICAS
94.11|DETERMINACION DEL ESTADO MENTAL PSIQUIATRICO
94.12|CONSULTA PSIQUIATRICA RUTINARIA, N. E. O. M.
94.13|EVALUACION PSIQUIATRICA PARA INTERNAMIENTO
94.19|OTRA ENTREVISTA Y EVALUACION PSIQUIATRICAS
94.2|SOMATOTERAPIA PSIQUIATRICA
94.21|NARCOANALISIS
94.22|TERAPIA DE LITO
94.23|TERAPIA NEUROLEPTICA
94.24|TERAPIA DE SHOCK QUIMICO
94.25|OTRA TERAPIA PSIQUIATRICA CON FARMACOS
94.26|TERAPIA DE ELECTROSHOCK SUBCONVULSIVO
94.27|OTRA TERAPIA DE ELECTROSHOCK
94.29|OTRA SOMATOTERAPIA PSIQUIATRICA
94.3|PSICOTERAPIA INDIVIDUAL
94.31|PSICOANALISIS
94.32|HIPNOTERAPIA
94.33|TERAPIA DE COMPORTAMIENTO
94.34|TERAPIA INDIVIDUAL PARA DISFUNCION PSICOXESUAL
94.35|INTERVENCION EN CRISIS
94.36|PSICOTERAPIA DE JUEGO
94.37|PSICOTERAPIA VERBAL EXPLORATORIA
94.38|PSICOTERAPIA VERBAL DE APOYO
94.39|OTRA PSICOTERAPIA INDIVIDUAL
94.4|OTRA PSICOTERAPIA Y ASESORAMIENTO
94.41|TERAPIA DE GRUPO PARA DISFUNCION PSICOSEXUAL
94.42|TERAPIA FAMILIAR
94.43|PSICODRAMA
94.44|OTRA TERAPIA DE GRUPO
94.45|ASESORAMINETO SOBRE TOXICOMANIA
94.46|ASESORAMINTO SOBRE ALCOHOLISMO
94.49|OTRO ASESORAMIENTO
94.5|REMITIR PACIENTE HACIA REHABILITACION PSICOLOGICA
94.51|REMITIR PACIENTE HACIA PSICOTERAPIA
94.52|REMITIR PACIENTE HACIA CUIDADOS PSIQUIATRICOS POSTRATAMIENTO
94.53|REMITIR PACIENTE HACIA REHABILITACION DE ALCOHOLISMO
94.54|REMITIR PACIENTE HACIA REHABILITACION DE TOXICOMANIA
94.55|REMITIR PACIENTE HACIA REHABILITACION DE PROFESIONAL
94.59|REMITIR PACIENTE HACIA OTRA REHABILITACION PSICOLOGICA
94.6|REHABILITACION Y DESINTOXICACION DE ALCOHOL Y DROGAS
94.61|REHABILITACION DE ALCOHOL
94.62|DESINTOXICACION DE ALCOHOL
94.63|REHABILITACION Y DESINTOXICACION DE ALCOHOL
94.64|REHABILITACION DE DROGAS
94.65|DESINTOXICACION DE DROGAS
94.66|REHABILITACION Y DESINTOXICACION DE DROGAS
94.67|REHABILITACION COMBINADA DE ALCOHOL Y DROGAS
94.68|DESINTOXICACION COMBINADA DE ALCOHOL Y DROGAS
94.69|REHABILITACION Y DESINTOXICACION COMBINADA DE ALCOHOL Y DROG
95|DIAGNOSTICO Y TRATAMIENTO OFTALMOLOGICO Y OTOLOGICO
95.0|EXAMEN DE OJOS GENERAL Y SUBJETIVO
95.01|EXAMEN DE OJOS LIMITADO
95.02|EXAMEN OFTALMOLOGICO GLOBAL
95.03|RECONOCIMIENTO OFTALMOLOGICO EXTENDIDO
95.04|EXAMEN OFTALMOLOGICO BAJO ANESTESIA
95.05|ESTUDIO DE CAMPO VISUAL
95.06|ESTUDIO DE VISION DE COLORES
95.07|ESTUDIO DE ADAPTACION A LA OSCURIDAD
95.09|EXAMEN OFTALMOLOGICO, N. E. O. M.
95.1|EXAMENES DE FORMA Y ESTRUCTURA DE OJO
95.11|FOTOGRAFIA DEL FONDO DEL OJO
95.12|ANGIOGRAFIA O ANGIOSCOPIA POR FLUORESCENCIA DEL OJO
95.13|ESTUDIO DEL OJO CON ULTRASONIDOS (ECOGRAFIA)
95.14|ESTUDIO RADIOGRAFICO DEL OJO
95.15|ESTUDIO DE MOVILIDAD OCULAR
95.16|ESTUDIO DE LOS OJOS CON P32 Y OTROS INDICADORES
95.2|PRUEBAS OBJETIVAS DEL FUNCIONAMIENTO DEL OJO
95.21|ELECTRO-RETINOGRAMA [ERG]
95.22|ELECTRO-OCULOGRAMA [EOG]
95.23|POTENCIAL VISUAL EVOCADO [VEP]
95.24|ELECTRONISTAGMOGRAMA [ENG]
95.25|ELECTROMIOGRAMA DEL OJO [EMG]
95.26|TONOGRAFIA, PRUEBAS PROVOCATIVAS Y OTRA PRUEBAS DE GLAUCOMA
95.3|SERVICIOS VISUALES ESPECIALES
95.31|AJUSTE Y SUMINISTRO DE GAFAS
95.32|PRESCRIPCION, ADAPTACION Y SUMINISTRO DE LENTES DE CONTACTO
95.33|SUMINISTRO DE OTRAS AYUDAS A LA BAJA VISION
95.34|PROTESIS OCULARES
95.35|FORMACION ORTOPTICA
95.36|ASESORAMINETO E INSTRUCCION OFTALMOLOGICOS
95.4|PROCEDIMIENTOS NO OPERATORIOS RELACIONADOS CON EL OIDO
95.41|AUDIOMETRIA
95.42|PRUEBA CLINICA DE AUDICION
95.43|EVALUACION AUDIOLOGICA
95.44|EXAMEN CLINICO DE LA FUNCION VESTIBULAR
95.45|PRUEBAS ROTATORIAS
95.46|OTRAS PRUEBAS AUDITIVAS Y VESTIBULARES
95.47|EXAMEN DE LA AUDICION N. E. O. M.
95.48|APLICACION DE AUDIFONO
95.49|OTROS PROCEDIMIENTOS NO OPERATORIOS RELACIONADOS CON EL OIDO
96|INTUBACION E IRRIGACION NO QUIRURGICA
96.0|INTUBACION NO OPERATORIA TRACTOS GASTROINTESTINAL Y RESPIRAT
96.01|INSERCION DE VIA AEREA NASOFARINGEA
96.02|INSERCION DE VIA AEREA OROFARINGEA
